644,169,0,0,0
644,169,0,0,0
646,168,0,0,0
646,168,0,0,0
655,165,0,0,0
655,165,0,0,0
666,161,0,0,0
666,161,0,0,0
682,157,0,0,0
682,157,0,0,0
702,153,0,0,0
702,153,0,0,0
737,149,0,0,0
737,149,0,0,0
780,146,0,0,0
780,146,0,0,0
824,142,0,0,0
824,142,0,0,0
888,140,0,0,0
888,140,0,0,0
911,140,0,0,0
911,140,0,0,0
916,140,0,0,0
916,140,0,0,0
931,140,0,0,0
931,140,0,0,0
936,140,0,0,0
936,140,0,0,0
940,140,0,0,0
940,140,0,0,0
950,142,0,0,0
950,142,0,0,0
950,143,0,0,0
950,143,0,0,0
952,144,0,0,0
952,144,0,0,0
954,145,0,0,0
954,145,0,0,0
958,146,0,0,0
958,146,0,0,0
960,147,0,0,0
960,147,0,0,0
962,148,0,0,0
962,148,0,0,0
967,149,0,0,0
967,149,0,0,0
968,151,0,0,0
968,151,0,0,0
970,154,0,0,0
970,154,0,0,0
972,155,0,0,0
972,155,0,0,0
973,156,0,0,0
973,156,0,0,0
974,160,0,0,0
974,160,0,0,0
975,160,0,0,0
975,160,0,0,0
975,161,0,0,0
975,161,0,0,0
975,163,0,0,0
975,163,0,0,0
975,164,0,0,0
975,164,0,0,0
975,165,0,0,0
975,165,0,0,0
975,166,0,0,0
975,166,0,0,0
975,167,0,0,0
975,167,0,0,0
975,168,0,0,0
975,168,0,0,0
969,171,0,0,0
969,171,0,0,0
956,174,0,0,0
956,174,0,0,0
932,189,0,0,0
932,189,0,0,0
902,196,0,0,0
902,196,0,0,0
881,211,0,0,0
881,211,0,0,0
851,219,0,0,0
851,219,0,0,0
821,237,0,0,0
821,237,0,0,0
804,241,0,0,0
804,241,0,0,0
798,244,0,0,0
798,244,0,0,0
779,248,0,0,0
779,248,0,0,0
762,251,0,0,0
762,251,0,0,0
755,253,0,0,0
755,253,0,0,0
742,253,0,0,0
742,253,0,0,0
738,253,0,0,0
738,253,0,0,0
728,253,0,0,0
728,253,0,0,0
725,253,0,0,0
725,253,0,0,0
718,253,0,0,0
718,253,0,0,0
714,253,0,0,0
714,253,0,0,0
704,252,0,0,0
704,252,0,0,0
700,251,0,0,0
700,251,0,0,0
686,250,0,0,0
686,250,0,0,0
676,249,0,0,0
676,249,0,0,0
673,249,0,0,0
673,249,0,0,0
664,248,0,0,0
664,248,0,0,0
663,248,0,0,0
663,248,0,0,0
657,248,0,0,0
657,248,0,0,0
655,248,0,0,0
655,248,0,0,0
653,248,0,0,0
653,248,0,0,0
652,248,0,0,0
652,248,0,0,0
650,248,0,0,0
650,248,0,0,0
649,248,0,0,0
649,248,0,0,0
649,248,0,0,0
649,248,0,0,0
648,248,0,0,0
648,248,0,0,0
648,248,0,0,0
